id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
8849,1.2,AGSL,SI1,I, ,60.7,,6.88x6.84x4.17,Excellent,Russia,Emerald,Excellent,59.0,2,
8850,1.26,AGSL,VS1,J, ,60.6,,7.01x6.98x4.24,Excellent,DR Congo,Princess,Excellent,59.0,4,
8851,1.01,AGSL,SI1,H,Good,63.8,,6.16x6.24x3.96,Very good,Australia,Princess,Good,,2,
8852,1.01,AGSL,SI2,F, ,62.4,,6.41x6.44x4.01,Excellent,Russia,Round,Excellent,,3,
8853,1.01,AGSL,SI2,F, ,60.8,,6.41x6.44x3.91,Excellent,Botswana,Emerald,Very good,61.0,2,
8854,1.4,AGSL,VS2,K, ,60.2,,7.23x7.24x4.35, ,Russia,Round, ,60.0,2,
8855,1.01,AGSL,SI2,F,Excellent,,,6.39x6.45x3.97,Excellent,Botswana,Oval,Very good,56.0,4,
8856,1.0,AGSL,SI1,H,Very good,62.8,,6.28x6.31x3.96,Good,Botswana,Round,Good,56.0,2,
8857,1.42,AGSL,VS1,L, ,59.8,,7.33x7.3x4.37,Excellent,DR Congo,Round,Excellent,60.0,3,
8858,1.41,AGSL,VS2,K, ,60.0,False,7.24x7.28x4.36, ,DR Congo,Radiant, ,60.0,2,
8859,1.2,AGSL,SI2,G, ,59.7,,6.92x6.88x4.12,Excellent,Russia,Round,Excellent,60.0,3,
8860,1.23,AGSL,VS2,J, ,62.1,,6.81x6.85x4.24,Excellent,Russia,Round,Excellent,56.0,2,
8861,1.0,AGSL,SI1,G, ,63.1,,6.31x6.33x3.99,Very good,Russia,Round,Excellent,59.0,2,
8862,1.0,AGSL,VS2,G, ,58.7,,6.56x6.52x3.84,Excellent,Russia,Princess,Very good,,3,
8863,1.12,AGSL,SI2,G,Excellent,62.6,,6.61x6.63x4.15,Excellent,Russia,Round,Excellent,55.0,2,
8864,1.43,AGSL,SI1,K, ,62.4,,7.17x7.2x4.48, ,Russia,Oval, ,57.0,2,
8865,1.06,GemEx,VVS1,I, ,59.9,,6.6x6.65x3.97, ,Botswana,Round, ,,2,
8866,1.5,AGSL,VS1,L, ,,,7.46x7.43x4.42,Excellent,Botswana,ROUND,Excellent,61.0,4,
8867,1.01,AGSL,IF,I, ,59.5,,6.46x6.48x3.85,Excellent,Canada,Round,Excellent,64.0,2,7473.205216393436
8868,1.01,AGSL,VS2,J, ,,,6.24x6.27x4,Excellent,Russia,Round,Good,59.0,3,
8869,1.02,AGSL,SI1,G, ,60.0,,6.5x6.53x3.91, ,Russia,Oval, ,61.0,4,
8870,1.3,AGSL,VS1,J, ,62.6,False,6.98x6.94x4.35,Excellent,Australia,Marquis,Excellent,57.0,2,
8871,1.31,AGSL,SI2,I, ,62.5,,6.98x6.96x4.35,Excellent,Angola,Round,Excellent,58.0,2,
8872,1.23,AGSL,SI1,J,Excellent,62.6,,6.86x6.88x4.3,Excellent,Russia,Round,Excellent,56.0,2,
8873,1.31,AGSL,SI2,I, ,62.4,,7x6.98x4.36,Excellent,Australia,Asscher,Excellent,,2,
8874,1.05,AGSL,SI2,I, ,62.7,True,6.5x6.46x4.06,Excellent,DR Congo,Round,Excellent,57.0,4,
8875,1.3,AGSL,VS2,J, ,62.2,,7x6.96x4.34,Excellent,Australia,Round,Excellent,56.0,2,
8876,1.11,AGSL,VS2,I, ,62.7,,6.58x6.63x4.15, ,DR Congo,Round, ,57.0,3,
8877,1.03,AGSL,SI1,I, ,62.7,,6.42*6.47*4.04,Excellent,DR Congo,Round,Excellent,57.0,2,
8878,1.14,AGSL,SI2,E, ,59.0,,6.84x6.9x4.05,Excellent,Botswana,Oval,Excellent,,2,8786.04792429553
8879,1.17,,VVS2,J, ,62.5,,6.74x6.79x4.23,Excellent,Botswana,Round,Excellent,,2,
8880,1.4,AGSL,VS2,K, ,62.3,,7.12x7.15x4.44, ,South Africa,Emerald, ,57.0,1,
8881,1.3,GemEx,SI2,I, ,59.9,,7.08x7.05x4.23,Excellent,Russia,Oval,Excellent,61.0,4,
8882,1.5,AGSL,SI1,K, ,61.8,,7.29x7.25x4.49,Excellent,Botswana,Radiant,Very good,58.0,3,
8883,1.07,AGSL,VVS1,K, ,62.4,,6.57x6.53x4.08,Excellent,DR Congo,Round,Excellent,,3,
8884,1.07,AGSL,VS2,I, ,61.6,,6.55x6.58x4.05,Excellent,Canada,Round,Excellent,,2,
8885,1.2,GemEx,SI2,H, ,61.0,,6.81x6.85x4.17,Excellent,Canada,Princess,Excellent,60.0,3,
8886,1.13,AGSL,VS2,I, ,62.5,False,6.63x6.66x4.15, ,Botswana,Round, ,58.0,4,
8887,1.4,AGSL,SI1,J, ,61.3,,7.16x7.18x4.39,Excellent,Russia,Round,Excellent,59.0,3,
8888,1.21,,VS2,I, ,62.5,,6.81x6.78x4.25,Excellent,Zimbabwe,Round,Excellent,58.0,1,
8889,1.01,AGSL,SI1,H,Very good,,,6.31x6.39x4.02,Excellent,DR Congo,Round,Good,,3,
8890,1.28,GemEx,SI1,J,Good,62.0,,6.95x6.97x4.31,Fair,Russia,Round,Excellent,56.0,4,
8891,1.01,AGSL,SI1,D, ,,,6.34x6.38x4.02,Excellent,Australia,Round,Excellent,57.0,4,
8892,1.22,AGSL,VS1,K,Excellent,62.1,,6.85x6.87x4.26,Excellent,Russia,Radiant,Excellent,56.0,2,
8893,1.23,AGSL,SI2,I,Very good,60.7,,6.89x6.92x4.19,Very good,Angola,Emerald,Very good,58.0,1,
8894,1.33,AGSL,VS1,J, ,62.5,,7.04x6.99x4.38,Excellent,Botswana,Round,Excellent,57.0,2,
8895,1.1,AGSL,VS2,H, ,60.0,,6.73x6.69x4.03,Excellent,Other/Unknown,Oval,Excellent,,2,
8896,1.25,AGSL,SI2,G, ,61.8,,6.92x6.94x4.28,Excellent,Botswana,Princess,Excellent,,2,
8897,1.06,AGSL,SI1,G, ,62.9,,6.45x6.5x4.07, ,Russia,Round, ,,2,
8898,1.01,AGSL,SI1,D, ,,,6.52x6.47x3.96,Very good,Botswana,Round,Very good,,2,7496.436300127706
8899,1.0,AGSL,VVS2,F, ,65.6,,6.22x6.26x4.09, ,Russia,Marquise, ,53.0,3,
8900,1.03,AGSL,SI2,E, ,,,6.48x6.54x4,Excellent,Russia,Marquis,Excellent,57.0,2,7266.300001467075
8901,1.01,AGSL,VS1,G, ,,,6.41x6.39x4,Excellent,Botswana,Round,Excellent,57.0,2,7237.451039692421
8902,1.01,,SI1,G,Good,62.2,,6.24x6.28x3.9,Good,South Africa,Round,Good,,4,
8903,1.0,GemEx,SI1,G,Very good,60.3,False,6.43x6.48x3.89,Very good,Russia,Round,Good,63.0,2,
8904,1.01,GemEx,VS2,H, ,62.3,,6.31x6.35x3.94,Excellent,Russia,Round,Very good,60.0,3,
8905,1.01,AGSL,VS1,F, ,63.0,,6.4x6.36x4.02,Excellent,Canada,Round,Very good,57.0,2,7526.101958073294
8906,1.0,AGSL,SI1,E, ,,,6.54x6.59x3.88,Excellent,Botswana,Round,Very good,57.0,4,
8907,1.23,,SI1,I, ,62.6,,6.79x6.84x4.26,Very good,DR Congo,Round,Excellent,58.0,1,
8908,1.01,,SI1,E, ,,,6.52x6.55x3.92, ,DR Congo,Round, ,,2,
8909,1.08,AGSL,SI1,G, ,61.4,,6.53x6.56x4.02, ,Australia,Emerald, ,,4,
8910,1.14,,SI1,G, ,,,6.84x6.81x4.07,Excellent,South Africa,Radiant,Excellent,60.0,4,
8911,1.0,GemEx,IF,I, ,61.3,,6.42x6.39x3.93,Excellent,Russia,Round,Excellent,,3,
8912,1.13,AGSL,VS2,H, ,59.9,,6.8x6.79x4.07,Excellent,Australia,Pear,Excellent,61.0,2,
8913,1.02,AGSL,SI1,G, ,59.4,False,6.52x6.56x3.89, ,South Africa,Round, ,62.0,3,
8914,1.04,AGSL,SI2,G, ,,,6.43x6.46x4.02,Excellent,DR Congo,Round,Excellent,58.0,4,
8915,1.3,AGSL,SI2,H, ,,,6.97x6.93x4.34,Excellent,DR Congo,Round,Excellent,57.0,2,
8916,1.51,AGSL,SI2,K, ,62.3,,7.29x7.33x4.55, ,Botswana,Asscher, ,59.0,2,
8917,1.26,AGSL,VS1,K,Excellent,61.7,,6.92x6.94x4.28,Excellent,Russia,Round,Excellent,57.0,2,
8918,1.08,AGSL,VS2,J, ,60.9,,6.63x6.6x4.03,Excellent,South Africa,Round,Excellent,60.0,4,
8919,1.22,AGSL,VS1,I, ,62.5,,6.82x6.78x4.25,Excellent,Russia,Emerald,Excellent,57.0,2,
8920,1.1,AGSL,VVS2,I, ,62.2,,6.57x6.61x4.1, ,South Africa,Radiant, ,57.0,2,
8921,1.3,AGSL,SI2,I, ,62.1,False,6.95x6.98x4.33,Excellent,Russia,Round,Excellent,,1,
8922,1.43,AGSL,VS1,K, ,62.2,False,7.17x7.21x4.47, ,Russia,Round, ,,3,
8923,1.05,AGSL,VS2,G, ,62.1,,6.52x6.48x4.04,Excellent,South Africa,Round,Excellent,57.0,4,
8924,1.01,AGSL,SI1,F, ,60.7,,6.47x6.52x3.95, ,DR Congo,Round, ,,2,
8925,1.4,AGSL,SI1,J, ,62.0,,7.17x7.14x4.44,Excellent,Other/Unknown,Round,Excellent,59.0,2,
8926,1.13,AGSL,VS1,I, ,,,6.77x6.82x4.05,Very good,Botswana,Round,Excellent,59.0,2,
8927,1.07,AGSL,VS1,I, ,62.0,,6.52x6.57x4.06,Excellent,Russia,Radiant,Excellent,57.0,2,7251.7025204458
8928,1.12,AGSL,SI1,G, ,62.1,,6.6x6.63x4.11, ,DR Congo,Round, ,57.0,3,
8929,1.53,AGSL,SI2,J, ,64.2,,7.16x7.21x4.61, ,Russia,Radiant, ,57.0,2,
8930,1.31,AGSL,SI2,J,Excellent,60.3,,7.08x7.1x4.28,Excellent,Canada,Princess,Excellent,,2,
8931,1.05,AGSL,VS2,G, ,61.7,,6.54x6.5x4.02,Excellent,DR Congo,Emerald,Excellent,59.0,2,7428.1695811663085
8932,1.31,AGSL,SI2,H, ,62.1,,7x7.01x4.35, ,Other/Unknown,Round, ,,2,
8933,1.01,AGSL,VS1,H,Very good,60.5,,6.47x6.52x3.93,Very good,Australia,Pear,Good,,4,
8934,1.3,AGSL,SI1,I, ,61.6,,6.96x7.01x4.3,Excellent,DR Congo,Round,Excellent,59.0,1,
8935,1.13,AGSL,SI1,E, ,60.0,,6.71x6.76x4.04, ,Botswana,Round, ,62.0,1,
8936,0.91,AGSL,SI1,D, ,,,6.19x6.2x3.85,Excellent,Canada,Round,Excellent,56.0,2,6436.439293386575
8937,1.24,AGSL,SI2,H,Excellent,62.2,False,6.84x6.88x4.27,Excellent,Canada,Round,Excellent,57.0,2,
8938,1.51,AGSL,SI1,J, ,,,7.22x7.14x4.63,Very good,Botswana,Round,Very good,,2,
8939,1.21,AGSL,SI1,H, ,60.5,,6.9x6.87x4.16,Excellent,South Africa,Round,Excellent,59.0,4,
8940,1.05,AGSL,VVS2,J, ,,,6.55x6.51x4.01,Excellent,Russia,Round,Excellent,,3,
8941,1.4,AGSL,SI1,J, ,,,7.11x7.14x4.46, ,Russia,Round, ,,2,
8942,1.1,,SI1,D, ,60.9,,6.65x6.68x4.06, ,Russia,Round, ,58.0,1,
8943,1.08,AGSL,VS2,G, ,60.2,,6.67x6.64x4.01,Excellent,Botswana,Princess,Excellent,60.0,4,
8944,1.21,AGSL,VS1,I, ,62.5,,6.82x6.79x4.25,Excellent,Botswana,Round,Excellent,57.0,2,
8945,1.22,AGSL,SI2,G, ,,,6.8x6.83x4.24, ,Russia,Round, ,,2,
8946,1.49,AGSL,VS1,K, ,62.2,,7.34x7.31x4.56,Excellent,Russia,Radiant,Excellent,58.0,3,
8947,1.4,AGSL,VS1,J, ,63.0,,7.12x7.08x4.47,Excellent,Canada,Round,Excellent,57.0,2,
8948,1.24,AGSL,SI2,G, ,61.8,False,6.92x6.96x4.29,Excellent,Russia,Round,Excellent,53.0,2,
8949,1.03,GemEx,SI1,H, ,62.4,,6.44x6.5x4.04,Excellent,Russia,Round,Very good,54.0,2,
8950,1.0,AGSL,VVS2,G, ,60.9,,6.39x6.35x3.88,Excellent,Canada,Pear,Excellent,61.0,2,7787.9816006258325
8951,1.21,AGSL,SI1,I,Very good,63.6,False,6.71x6.73x4.27,Excellent,Botswana,Round,Very good,56.0,2,
8952,1.27,AGSL,SI1,J,Excellent,59.1,,7.06x7.09x4.18,Excellent,South Africa,Round,Excellent,,3,
8953,1.47,AGSL,VS1,L, ,60.2,,7.35x7.44x4.45,Very good,Angola,Round,Very good,58.0,2,
8954,0.96,AGSL,SI1,D, ,,,6.31x6.34x3.91,Excellent,Australia,Round,Excellent,,2,7070.6430627196605
8955,1.2,AGSL,VS1,I, ,62.0,,6.76x6.8x4.2, ,Russia,Marquise, ,,1,
8956,1.5,AGSL,SI1,J, ,63.7,,7.22x7.2x4.6,Excellent,Russia,Round,Excellent,57.0,2,
8957,1.4,AGSL,SI1,J, ,62.6,,7.1x7.16x4.46,Excellent,Australia,Round,Excellent,57.0,2,
8958,1.31,AGSL,SI2,H, ,62.5,False,6.98x6.99x4.37,Excellent,Russia,Round,Excellent,57.0,2,
8959,1.01,AGSL,VS2,G, ,59.3,,6.47x6.5x3.85,Excellent,DR Congo,Radiant,Excellent,62.0,3,
8960,1.01,AGSL,VS2,I, ,60.8,,6.37x6.29x3.85,Excellent,Russia,Round,Very good,62.0,2,
8961,1.0,AGSL,VS1,F, ,,,6.28x6.26x4.03,Excellent,DR Congo,Emerald,Excellent,55.0,4,
8962,1.0,AGSL,VS1,F, ,,,6.34x6.3x3.99,Good,Russia,Round,Excellent,,4,
8963,1.04,AGSL,SI1,G, ,62.4,False,6.47x6.5x4.05,Excellent,Other/Unknown,Princess,Excellent,57.0,3,
8964,1.21,AGSL,SI1,F, ,62.0,,6.8x6.82x4.22,Very good,Russia,Round,Excellent,,4,
8965,1.7,AGSL,SI1,L, ,62.0,True,7.65x7.63x4.74,Excellent,DR Congo,Pear,Excellent,,2,
8966,1.27,GemEx,VS2,I, ,,False,6.98x7.02x4.29, ,Russia,Round, ,57.0,2,
8967,0.9,AGSL,VVS1,G, ,60.3,,6.27x6.32x3.8, ,Botswana,Round, ,57.0,3,
8968,1.01,AGSL,SI1,F, ,,,6.39x6.41x4.01,Excellent,Australia,Radiant,Excellent,56.0,3,
8969,1.4,GemEx,SI1,J, ,,,7.28x7.3x4.3, ,South Africa,Round, ,61.0,3,
8970,1.09,AGSL,VVS2,H, ,62.2,,6.62x6.59x4.11,Excellent,Angola,Round,Excellent,57.0,2,8634.69013642769
8971,1.01,AGSL,VS1,F, ,64.2,,6.32x6.29x4.05,Very good,Russia,Round,Excellent,56.0,2,7495.469115673638
8972,1.09,AGSL,VVS2,J, ,62.5,,6.61x6.58x4.12,Excellent,Botswana,Round,Very good,,4,
8973,1.01,AGSL,VS2,G, ,60.4,,6.49x6.52x3.93, ,Russia,Emerald, ,61.0,2,
8974,1.27,AGSL,SI1,I, ,62.3,,6.88x6.93x4.3,Excellent,Russia,Round,Very good,58.0,2,
8975,1.7,,VS1,L, ,,,7.63x7.59x4.76,Excellent,Canada,Round,Excellent,57.0,4,
8976,1.74,AGSL,VVS2,S-t,Very good,64.6,,7.47x7.52x4.84,Excellent,Russia,Round,Excellent,55.0,4,
8977,1.41,AGSL,SI2,I, ,62.4,,7.17x7.14x4.46,Excellent,Angola,Round,Excellent,57.0,2,
8978,1.01,AGSL,VS1,F, ,63.5,,6.35x6.3x4.02,Excellent,Botswana,Round,Very good,54.0,2,7526.101958073294
8979,1.01,AGSL,VS1,F, ,64.1,True,6.31x6.27x4.03,Excellent,DR Congo,Round,Excellent,57.0,2,
8980,1.33,AGSL,SI2,G, ,60.6,,7.14x7.11x4.32,Excellent,Angola,Round,Excellent,59.0,4,
8981,1.03,AGSL,VS1,F, ,64.0,,6.32x6.3x4.04,Excellent,Canada,Round,Excellent,59.0,1,7566.80339666917
8982,1.4,AGSL,VS2,J, ,62.5,,7.11x7.16x4.46, ,Russia,Round, ,58.0,4,
8983,1.14,AGSL,VS2,H, ,62.4,,6.66x6.7x4.17,Excellent,Russia,Round,Excellent,57.0,3,
8984,1.26,AGSL,SI1,J, ,59.9,,7.03x7.01x4.2,Very good,DR Congo,Round,Excellent,60.0,3,
8985,1.52,AGSL,VS2,K, ,,,7.28x7.32x4.62,Excellent,Canada,Princess,Very good,,2,
8986,1.0,AGSL,VS1,G, ,,,6.5x6.53x3.86,Excellent,Canada,Oval ,Very good,62.0,2,7006.897641536729
8987,1.31,AGSL,VS2,I, ,59.6,,7.14x7.11x4.25,Excellent,Botswana,Round,Excellent,,1,
8988,1.21,AGSL,SI1,F, ,,,6.9x6.81x4.17,Excellent,Canada,Round,Good,60.0,2,
8989,1.01,AGSL,VS1,F, ,61.3,,6.44x6.4x3.94,Very good,Canada,Oval,Very good,63.0,4,
8990,1.01,AGSL,VS1,F, ,63.2,,6.4x6.35x4.03,Excellent,South Africa,Round,Excellent,59.0,4,
8991,1.1,AGSL,VVS1,I, ,61.9,,6.61x6.64x4.1,Excellent,Russia,Princess,Excellent,55.0,2,8000.744373713301
8992,1.01,AGSL,VVS1,H, ,61.1,,6.43x6.48x3.94, ,Russia,Round, ,61.0,3,
8993,1.01,AGSL,VVS1,H, ,60.7,,6.47x6.48x3.93, ,Angola,Round, ,62.0,3,
8994,1.11,AGSL,SI1,G, ,60.9,,6.69x6.74x4.09, ,Canada,Round, ,,4,
8995,1.03,AGSL,VS2,D, ,61.3,,6.51x6.53x4, ,DR Congo,Emerald, ,56.0,2,
8996,1.3,AGSL,VS1,J,Very good,63.6,,6.84x6.88x4.36,Very good,South Africa,Round,Excellent,,4,
8997,1.14,GemEx,SI1,E,Good,64.4,,6.38x6.47x4.14,Good,Botswana,Round,Very good,,3,
8998,1.0,AGSL,IF,I, ,60.3,,6.46x6.48x3.9,Excellent,Australia,Round,Excellent,,4,
8999,1.4,,VS1,J, ,60.3,,7.2x7.22x4.35, ,Russia,Round, ,,4,
9000,1.5,AGSL,VS1,J, ,62.2,,7.34x7.29x4.55,Excellent,Australia,Round,Excellent,55.0,2,
9001,1.5,AGSL,SI1,J, ,61.4,,7.38x7.35x4.52,Excellent,Russia,Round,Excellent,,4,
9002,1.07,AGSL,VS1,H, ,61.0,,6.6x6.64x4.04, ,DR Congo,Round, ,,4,
9003,1.45,AGSL,SI1,J, ,,,7.4x7.43x4.37, ,Russia,Round, ,,2,
9004,1.51,GemEx,SI2,J, ,63.5,,7.22x7.26x4.59,Excellent,Canada,Princess,Excellent,56.0,3,
9005,1.01,AGSL,VS2,F, ,59.8,,6.5x6.52x3.89, ,Canada,Radiant, ,60.0,2,
9006,1.31,AGSL,VS2,I, ,63.9,,6.83x6.9x4.38,Excellent,Russia,Round,Very good,59.0,2,
9007,1.3,,SI2,F, ,,,6.93x6.97x4.31, ,Russia,Oval, ,61.0,1,
9008,1.01,AGSL,VVS2,I, ,65.5,,6.26x6.2x4.08,Very good,Canada,Round,Good,,2,6808.669609722038
9009,1.25,AGSL,SI2,G,Excellent,,,6.89x6.93x4.26,Very good,Russia,Princess,Very good,,2,
9010,1.01,AGSL,VVS1,G, ,63.5,,6.34x6.26x4,Excellent,Russia,Emerald,Very good,58.0,4,
9011,1.0,,VS2,E, ,58.2,,6.54x6.57x3.81,Excellent,Russia,Round,Very good,60.0,2,6801.928495339567
9012,1.04,AGSL,VS1,H, ,62.3,,6.47x6.5x4.04,Excellent,Canada,Round,Excellent,58.0,3,
9013,1.19,,VS2,H, ,61.8,,6.81x6.83x4.21, ,Botswana,Princess, ,56.0,3,
9014,1.0,AGSL,VVS1,G, ,63.4,,6.34x6.29x4,Excellent,Australia,Round,Excellent,60.0,3,
9015,1.22,,SI2,H,Very good,62.1,,6.77x6.8x4.21,Good,Russia,Round,Excellent,,4,
9016,1.5,AGSL,SI2,J, ,60.8,,7.35x7.4x4.48,Excellent,DR Congo,ROUND,Very good,59.0,2,
9017,1.43,AGSL,VS1,J, ,62.4,,7.16x7.19x4.48, ,DR Congo,Round, ,57.0,2,
9018,1.07,AGSL,VVS2,H, ,60.2,,6.62x6.66x4, ,DR Congo,Round, ,59.0,3,
9019,1.46,AGSL,VS1,J, ,59.2,,7.43x7.4x4.39,Excellent,Canada,Oval,Excellent,61.0,2,
9020,1.3,GemEx,SI2,G,Excellent,59.3,,7.12x7.15x4.23,Excellent,DR Congo,Round,Excellent,61.0,2,
9021,1.53,AGSL,SI1,J, ,61.8,,7.41x7.36x4.56,Excellent,Botswana,Oval,Very good,,3,
9022,1.1,AGSL,VS1,H, ,61.8,,6.61x6.64x4.1,Excellent,Russia,Round,Excellent,58.0,4,
9023,1.0,GemEx,VS1,G, ,62.4,False,6.35x6.41x3.98,Excellent,Angola,Round,Excellent,,3,
9024,1.02,AGSL,SI1,E, ,61.8,,6.42x6.46x3.98,Excellent,DR Congo,Round,Excellent,60.0,4,
9025,1.26,,SI1,G, ,62.2,,6.91x6.88x4.29,Excellent,South Africa,Radiant,Excellent,,4,
9026,1.6,,SI2,I, ,62.4,,7.48x7.45x4.66,Excellent,Russia,Pear,Excellent,57.0,4,
9027,1.1,AGSL,VVS2,G, ,59.6,,6.72x6.73x4.01, ,Russia,Radiant, ,60.0,4,
9028,1.51,,I1,G, ,62.5,,7.34x7.36x4.6,Excellent,DR Congo,Oval,Excellent,56.0,3,
9029,1.4,AGSL,SI1,I, ,,,7.14x7.19x4.43, ,Australia,Round, ,59.0,2,
9030,1.21,AGSL,VS2,H, ,62.6,,6.76x6.8x4.24, ,Canada,Oval, ,,2,
9031,1.22,AGSL,VS1,I, ,61.8,,6.83x6.85x4.23,Excellent,Botswana,Round,Excellent,58.0,2,
9032,1.03,GemEx,SI1,E, ,59.1,,6.57x6.62x3.9,Excellent,Russia,Emerald,Excellent,61.0,2,7568.470151618208
9033,1.13,AGSL,VVS2,H, ,60.4,,6.75x6.77x4.09,Excellent,Australia,Oval ,Excellent,59.0,4,
9034,1.0,AGSL,VS1,H, ,63.1,,6.32x6.26x3.97,Excellent,Russia,Emerald,Very good,58.0,2,6631.375361433465
9035,1.33,AGSL,IF,J, ,61.3,,7.07x7.14x4.36,Excellent,Russia,Round,Very good,55.0,2,11724.932420787405
9036,1.09,AGSL,SI1,E, ,59.0,,6.7x6.75x3.97,Excellent,Russia,Round,Excellent,62.0,3,
9037,1.01,,VVS1,G, ,62.3,,6.42x6.47x4.01,Excellent,Australia,Emerald,Very good,,4,
9038,1.21,AGSL,VS1,F, ,63.4,,6.76x6.8x4.3,Excellent,Canada,Princess,Excellent,,2,10564.949651938019
9039,1.23,AGSL,SI2,E, ,,,6.87x6.9x4.24,Excellent,Russia,Round,Excellent,,3,
9040,1.4,AGSL,SI1,H, ,59.1,,7.3x7.31x4.32, ,Botswana,Marquise, ,59.0,4,
9041,1.4,AGSL,SI1,H, ,62.9,,7.15x7.11x4.49,Excellent,Canada,Round,Very good,,3,
9042,1.01,GemEx,VS2,D, ,59.5,,6.6x6.57x3.92,Excellent,Russia,Marquise,Excellent,60.0,2,8046.299782044742
9043,1.32,GemEx,SI1,G, ,60.6,,7.11x7.06x4.3,Excellent,South Africa,Oval,Excellent,,3,
9044,1.22,GemEx,VS1,H, ,,,6.99x7.03x4.14,Very good,Canada,Round,Excellent,,2,
9045,1.32,AGSL,SI2,E, ,62.2,,7.02x7.04x4.38,Excellent,Russia,Radiant,Excellent,56.0,3,
9046,1.5,GemEx,SI2,I, ,62.6,False,7.27x7.32x4.57,Excellent,Russia,Radiant,Excellent,57.0,4,
9047,2.0,AGSL,SI2,M, ,62.4,,7.98x8.02x4.99,Excellent,Australia,Emerald,Excellent,59.0,2,
9048,1.81,AGSL,SI2,K, ,62.3,,7.72x7.77x4.83, ,Russia,Round, ,,2,
9049,1.5,AGSL,SI2,G, ,60.3,,7.44x7.4x4.47,Excellent,Russia,Round,Excellent,60.0,4,
9050,1.18,AGSL,IF,H, ,61.3,False,6.77x6.83x4.17, ,Russia,Oval , ,60.0,2,
9051,1.1,AGSL,SI1,E, ,60.1,,6.67x6.71x4.02,Excellent,Australia,Oval,Excellent,,3,
9052,1.3,AGSL,VS2,H, ,61.5,,6.98x7.01x4.3,Excellent,Russia,Asscher,Excellent,58.0,2,
9053,1.01,AGSL,VS1,D, ,62.7,,6.41x6.38x4.01,Excellent,Australia,Round,Good,56.0,3,
9054,1.14,AGSL,VS1,F, ,62.0,,6.65x6.69x4.14,Excellent,Botswana,Round,Excellent,,2,9483.32596834072
9055,1.84,AGSL,SI2,K,Excellent,61.0,,7.89x7.92x4.82,Excellent,Russia,Round,Excellent,,4,
9056,1.55,AGSL,VS1,J, ,60.4,,7.5x7.47x4.52,Excellent,Australia,Round,Excellent,,3,
9057,1.51,AGSL,SI2,H, ,63.0,,7.27x7.3x4.59,Excellent,Angola,Round,Excellent,56.0,2,
9058,1.2,AGSL,VS1,G, ,61.4,False,6.84x6.83x4.2,Excellent,Other/Unknown,Round,Excellent,,2,9948.076678148747
9059,1.01,AGSL,VS1,E, ,62.9,,6.33x6.37x3.99,Excellent,Angola,Emerald,Very good,,2,7925.81846489133
9060,1.09,AGSL,VVS2,G, ,60.9,,6.6x6.62x4.03, ,Russia,Princess, ,59.0,4,
9061,1.37,AGSL,IF,J, ,,,7.28x7.38x4.31,Very good,Australia,Round,Very good,60.0,3,
9062,1.07,AGSL,VVS2,G, ,62.1,,6.52x6.53x4.05, ,Other/Unknown,Round, ,60.0,3,
9063,1.7,AGSL,VS1,K, ,62.4,,7.58x7.61x4.74, ,Zimbabwe,Oval, ,,4,
9064,1.7,AGSL,SI2,I, ,64.3,,7.45x7.39x4.77,Excellent,Australia,Marquise,Very good,,2,
9065,1.33,AGSL,SI1,F, ,60.3,,7.11x7.13x4.29,Excellent,Russia,Emerald,Excellent,,2,11685.81215902692
9066,1.52,AGSL,VS2,J,Excellent,61.7,,7.31x7.41x4.54,Very good,Canada,Round,Very good,58.0,4,
9067,1.51,AGSL,SI1,I, ,62.8,,7.3x7.33x4.6,Excellent,Other/Unknown,ROUND,Excellent,58.0,4,
9068,1.27,,SI1,E, ,59.8,,7.03x7.07x4.21,Excellent,Australia,Round,Excellent,59.0,4,
9069,1.53,AGSL,SI1,H, ,65.5,False,7.05x7.09x4.63, ,Russia,Round, ,,2,
9070,1.41,AGSL,VVS1,I, ,62.6,,7.15x7.11x4.46,Excellent,Botswana,Round,Excellent,56.0,2,12854.339687286176
9071,1.7,AGSL,SI2,J, ,,,7.63x7.66x4.71, ,Botswana,Oval, ,,3,
9072,1.5,AGSL,SI2,I,Very good,64.6,,7.15x7.21x4.64,Very good,South Africa,Asscher,Very good,,2,
9073,1.13,,VS2,D, ,62.8,,6.66x6.63x4.17,Excellent,Australia,Oval ,Excellent,57.0,4,
9074,1.4,GemEx,SI1,D, ,62.0,False,7.14x7.16x4.43, ,Botswana,Round, ,57.0,3,
9075,1.1,AGSL,VVS2,G, ,61.7,,6.63x6.66x4.1, ,Australia,Round, ,57.0,3,
9076,1.51,,SI1,I, ,63.1,,7.28x7.32x4.61,Excellent,Australia,Radiant,Excellent,57.0,4,
9077,1.35,AGSL,VS1,H, ,62.4,True,7x7.06x4.39, ,DR Congo,Radiant, ,,3,
9078,1.22,AGSL,IF,H, ,61.4,,6.85x6.89x4.22,Excellent,Botswana,Round,Excellent,60.0,4,
9079,1.35,AGSL,SI1,E, ,62.4,,7.04x7.08x4.4,Excellent,Other/Unknown,Round,Excellent,,2,12525.810895932193
9080,1.4,AGSL,SI1,G, ,62.4,,7.12x7.14x4.45, ,Russia,Round, ,57.0,4,
